ID,FECHA,ID_DEPARTAMENTO,NOM OPE,ID_PEDIDO,PRODUCCION,KILOS,VELOCIDAD,TM 1,RAZON TM 1,,,
96,04/01/2023,S1,5,58,0,0,,60,AU,,,
97,05/01/2023,S1,3,88,0,0,,60,CD,,,
98,05/01/2023,S1,1,15,0,0,,60,CD,,,
99,05/01/2023,S1,1,144,0,0,,60,AT,,,
100,05/01/2023,S1,9,144,0,0,,60,EM,,,
101,05/01/2023,S1,6,40,0,0,,60,EM,,,
102,05/01/2023,S1,5,150,0,0,,60,PM,,,
103,05/01/2023,S1,9,81,0,0,,60,PM,,,
104,05/01/2023,S1,5,100,0,0,,60,PM,,,
105,05/01/2023,S1,3,98,939,91,130,0,,,,
106,05/01/2023,S1,8,56,939,91,130,0,,,,
107,05/01/2023,S1,7,56,939,91,130,0,,,,
108,05/01/2023,S1,4,108,939,91,130,0,,,,
109,05/01/2023,S1,6,118,0,0,,60,CO,,,
110,05/01/2023,S1,7,19,0,0,,60,CO,,,
111,05/01/2023,S1,1,64,0,0,,60,CO,,,
112,05/01/2023,S1,6,24,0,0,,60,CO,,,
113,05/01/2023,S1,7,31,0,0,,60,CO,,,
114,05/01/2023,S1,8,104,0,0,,60,CO,,,
115,05/01/2023,S1,7,16,0,0,,60,CO,,,
116,05/01/2023,S1,10,51,0,0,,60,CO,,,
117,05/01/2023,S1,8,14,0,0,,60,CD,,,
118,05/01/2023,S1,2,35,0,0,,60,CD,,,
119,05/01/2023,S1,6,119,5982,107,150,0,,,,
120,05/01/2023,S1,8,147,0,0,,60,CD,,,
121,06/01/2023,S1,10,137,0,0,,60,CD,,,
122,06/01/2023,S1,1,77,0,0,,60,AT,,,
123,06/01/2023,S1,4,49,4549,82,150,0,,,,
124,06/01/2023,S1,7,126,7662,142,150,0,,,,
125,06/01/2023,S1,8,100,0,0,150,60,OT,,,
126,06/01/2023,S1,3,5,0,0,,60,TT,,,
127,06/01/2023,S1,2,91,0,0,,60,TT,,,
128,06/01/2023,S1,3,102,0,0,,60,TT,,,
129,06/01/2023,S1,4,125,0,0,,60,TT,,,
130,06/01/2023,S1,3,10,7486,138,150,0,,,,
131,06/01/2023,S1,7,135,0,0,,60,CO,,,
132,06/01/2023,S1,9,38,0,0,,60,AO,,,
133,06/01/2023,S1,7,85,0,0,,30,CD,,,
134,06/01/2023,S1,2,110,0,0,,60,AT,,,
135,06/01/2023,S1,9,36,0,0,,30,SY,,,
136,06/01/2023,S1,5,69,0,0,,60,CO,,,
137,06/01/2023,S1,1,67,5000,100,150,0,,,,
138,06/01/2023,S1,10,134,5000,100,150,0,,,,
139,06/01/2023,S1,9,140,5000,100,150,0,,,,
140,06/01/2023,S1,9,84,5000,100,150,0,,,,
141,06/01/2023,S1,5,57,5000,100,150,0,,,,
142,06/01/2023,S1,7,133,5000,57,150,0,,,,
143,06/01/2023,S1,5,91,4800,0,150,0,,,,
144,06/01/2023,S1,8,23,0,0,,60,,,,
145,07/01/2023,S1,1,84,0,0,,60,SO,,,
146,07/01/2023,S1,7,62,0,0,,60,SO,,,
147,07/01/2023,S1,8,3,0,0,,60,SO,,,
148,07/01/2023,S1,4,112,0,0,,60,SO,,,
149,07/01/2023,S1,4,74,0,0,,60,SO,,,
150,07/01/2023,S1,3,101,0,0,,60,SO,,,
151,07/01/2023,S1,2,71,0,0,,60,SO,,,
152,07/01/2023,S1,4,50,0,0,,60,SO,,,
153,07/01/2023,S1,10,29,0,0,,60,SO,,,
154,07/01/2023,S1,7,70,0,0,,60,SO,,,
155,07/01/2023,S1,1,3,0,0,,60,SO,,,
156,07/01/2023,S1,8,104,0,0,,60,SO,,,
157,07/01/2023,S1,2,37,0,0,,60,SO,,,
158,07/01/2023,S1,3,118,0,0,,60,SO,,,
159,07/01/2023,S1,1,37,0,0,,60,SO,,,
160,07/01/2023,S1,2,94,0,0,,60,SO,,,
161,07/01/2023,S1,8,44,0,0,,60,SO,,,
162,07/01/2023,S1,3,139,0,0,,60,SO,,,
163,07/01/2023,S1,7,148,0,0,,60,SO,,,
164,07/01/2023,S1,3,143,0,0,,60,SO,,,
165,07/01/2023,S1,3,20,0,0,,60,SO,,,
166,07/01/2023,S1,10,36,0,0,,60,SO,,,
167,07/01/2023,S1,10,18,0,0,,60,SO,,,
168,07/01/2023,S1,5,128,0,0,,60,SO,,,
169,08/01/2023,S1,3,145,0,0,,60,SO,,,
170,08/01/2023,S1,5,80,0,0,,60,SO,,,
171,08/01/2023,S1,7,40,0,0,,60,SO,,,
172,08/01/2023,S1,5,67,0,0,,60,SO,,,
173,08/01/2023,S1,10,84,0,0,,60,SO,,,
174,08/01/2023,S1,6,73,0,0,,60,SO,,,
175,08/01/2023,S1,6,56,0,0,,60,SO,,,
176,08/01/2023,S1,4,58,0,0,,60,SO,,,
177,08/01/2023,S1,1,89,0,0,,60,SO,,,
178,08/01/2023,S1,5,17,0,0,,60,SO,,,
179,08/01/2023,S1,7,101,0,0,,60,SO,,,
180,08/01/2023,S1,9,121,0,0,,60,SO,,,
181,08/01/2023,S1,7,40,0,0,,60,SO,,,
182,08/01/2023,S1,5,137,0,0,,60,SO,,,
183,08/01/2023,S1,8,130,0,0,,60,SO,,,
184,08/01/2023,S1,3,127,0,0,,60,SO,,,
185,08/01/2023,S1,4,137,0,0,,60,SO,,,
186,08/01/2023,S1,5,86,0,0,,60,SO,,,
187,08/01/2023,S1,9,122,0,0,,60,SO,,,
188,08/01/2023,S1,9,141,0,0,,60,SO,,,
189,08/01/2023,S1,2,144,0,0,,60,SO,,,
190,08/01/2023,S1,3,112,0,0,,60,SO,,,
191,08/01/2023,S1,5,17,0,0,,60,SO,,,
192,08/01/2023,S1,9,96,0,0,,60,SO,,,
193,09/01/2023,S1,6,61,0,0,,60,CO,,,
194,09/01/2023,S1,8,131,0,0,,60,TT,,,
195,09/01/2023,S1,5,2,0,0,,60,AT,,,
196,09/01/2023,S1,2,69,0,0,,60,AT,,,
197,09/01/2023,S1,4,147,0,0,,60,AT,,,
198,09/01/2023,S1,2,93,5924,278,140,0,,,,
199,09/01/2023,S1,8,67,5924,278,140,0,,,,
200,09/01/2023,S1,7,7,5924,278,140,30,CO,,,
201,09/01/2023,S1,5,87,0,0,,60,CO,,,
202,09/01/2023,S1,4,101,5395,162,140,30,,,,
203,09/01/2023,S1,3,36,5395,162,140,30,CF,,,
204,09/01/2023,S1,10,129,5395,162,140,0,,,,
205,09/01/2023,S1,7,139,3300,98,140,0,,,,
206,09/01/2023,S1,4,92,6494,191,140,0,,,,
207,09/01/2023,S1,1,2,0,0,,,,,,
208,09/01/2023,S1,10,4,0,0,140,60,CD,,,
209,09/01/2023,S1,7,20,0,0,140,60,AX,,,
210,09/01/2023,S1,7,44,0,0,140,0,MG,,,
211,09/01/2023,S1,1,112,0,0,140,60,CF,,,
212,09/01/2023,S1,10,82,0,0,140,60,AX,,,
213,09/01/2023,S1,2,4,4900,146,140,0,,,,
214,09/01/2023,S1,4,99,7600,235,140,0,,,,
215,09/01/2023,S1,4,85,8252,254,140,0,,,,
216,09/01/2023,S1,7,54,8188,257,140,0,,,,
217,10/01/2023,S1,3,40,3289,107,130,30,ET,,,
218,10/01/2023,S1,10,8,3289,108,130,30,EM,,,
219,10/01/2023,S1,1,21,0,0,,60,CO,,,
220,10/01/2023,S1,1,64,0,0,,60,CO,,,
221,10/01/2023,S1,1,48,0,0,,60,MT,,,
222,10/01/2023,S1,10,111,0,0,,30,MT,,,
223,10/01/2023,S1,9,131,0,0,,30,AO,,,
224,10/01/2023,S1,6,45,0,0,,30,AO,,,
225,10/01/2023,S1,10,81,7311,267,120,0,,,,
226,10/01/2023,S1,7,88,7311,267,120,30,PD,,,
227,10/01/2023,S1,4,83,7311,267,120,30,CF,,,
228,10/01/2023,S1,1,18,7312,267,120,0,,,,
229,10/01/2023,S1,5,15,8500,295,150,0,,,,
230,10/01/2023,S1,5,66,8500,295,150,0,,,,
231,10/01/2023,S1,7,84,0,0,,60,MT,,,
232,10/01/2023,S1,10,77,0,0,,60,SY,,,
233,10/01/2023,S1,4,30,0,0,,60,SY,,,
234,10/01/2023,S1,7,136,5518,201,150,30,SY,,,
235,10/01/2023,S1,6,131,2058,142,150,0,,,,
236,10/01/2023,S1,3,8,0,0,,60,CF,,,
237,10/01/2023,S1,9,85,0,0,,60,AO,,,
238,10/01/2023,S1,10,14,0,0,,60,AO,,,
239,10/01/2023,S1,4,42,8500,295,150,0,CF,,,
240,10/01/2023,S1,6,150,6800,110,150,30,,,,
241,11/01/2023,S1,2,34,0,0,,60,ET,,,
242,11/01/2023,S1,9,55,6300,200,170,0,,,,
243,11/01/2023,S1,8,2,6300,200,170,0,,,,
244,11/01/2023,S1,6,88,6300,200,170,0,,,,
245,11/01/2023,S1,3,75,6300,200,170,0,,,,
246,11/01/2023,S1,1,125,6300,200,170,30,MT,,,
247,11/01/2023,S1,3,18,0,0,,30,MT,,,
248,11/01/2023,S1,7,54,0,0,,60,MT,,,
249,11/01/2023,S1,8,18,0,0,,60,MT,,,
250,11/01/2023,S1,1,49,0,0,,60,MT,,,
251,11/01/2023,S1,2,26,0,0,,60,MT,,,
252,11/01/2023,S1,9,82,0,0,,60,MT,,,
253,11/01/2023,S1,5,17,0,0,,60,MM,,,
254,11/01/2023,S1,1,109,0,0,,60,MM,,,
255,11/01/2023,S1,1,62,0,0,,60,MM,,,
256,11/01/2023,S1,4,116,0,0,,60,MM,,,
257,11/01/2023,S1,6,96,0,0,,60,MM,,,
258,11/01/2023,S1,7,122,0,0,,60,MM,,,
259,11/01/2023,S1,10,82,0,0,,60,MM,,,
260,11/01/2023,S1,1,111,0,0,,60,MM,,,
261,11/01/2023,S1,10,117,0,0,,60,MM,,,
262,11/01/2023,S1,6,86,0,0,,60,MM,,,
263,11/01/2023,S1,1,49,0,0,,60,MM,,,
264,11/01/2023,S1,7,104,0,0,,60,MM,,,
265,12/01/2023,S1,8,131,0,0,,60,SO,,,
266,12/01/2023,S1,7,47,0,0,,60,SO,,,
267,12/01/2023,S1,6,21,0,0,,60,SO,,,
268,12/01/2023,S1,10,38,0,0,,60,SO,,,
269,12/01/2023,S1,6,92,0,0,,60,SO,,,
270,12/01/2023,S1,9,74,0,0,,60,SO,,,
271,12/01/2023,S1,8,4,0,0,,60,SO,,,
272,12/01/2023,S1,6,83,0,0,,60,SO,,,
273,12/01/2023,S1,2,146,0,0,,60,SO,,,
274,12/01/2023,S1,10,48,0,0,,60,SO,,,
275,12/01/2023,S1,1,116,0,0,,60,SO,,,
276,12/01/2023,S1,5,85,0,0,,60,SO,,,
277,12/01/2023,S1,8,113,0,,280,0,,,,
278,12/01/2023,S1,1,107,0,,280,0,,,,
279,12/01/2023,S1,3,127,0,,280,0,,,,
280,12/01/2023,S1,9,88,0,0,,60,AU,,,
281,12/01/2023,S1,2,70,17785,235,250,0,,,,
282,12/01/2023,S1,5,135,17785,235,250,0,,,,
283,12/01/2023,S1,6,82,17785,235,250,30,CF,,,
284,12/01/2023,S1,5,94,17785,235,250,0,,,,
285,12/01/2023,S1,7,126,17785,235,250,0,,,,
286,12/01/2023,S1,5,54,17785,235,250,0,,,,
287,12/01/2023,S1,5,137,17785,235,250,0,,,,
288,12/01/2023,S1,7,137,17785,235,250,0,,,,
289,13/01/2023,S2,7,21,11854,153,,30,CF,,,
290,13/01/2023,S2,7,51,11831,153,,0,,,,
291,13/01/2023,S2,8,139,11889,154,,0,,,,
292,13/01/2023,S2,9,139,11857,153,,0,,,,
293,13/01/2023,S2,10,70,11858,153,,0,,,,
294,13/01/2023,S2,10,62,0,0,,60,JT,,,
295,13/01/2023,S2,4,46,17700,230,,0,,,,
296,13/01/2023,S2,7,117,17700,230,,0,,,,
297,13/01/2023,S2,1,52,11909,154,,0,,,,
298,13/01/2023,S2,4,147,17700,230,,0,,,,
299,13/01/2023,S2,7,140,17780,230,,0,,,,
300,13/01/2023,S2,6,21,11854,153,,0,,,,
301,13/01/2023,S2,2,39,,,,60,ET,,,
302,13/01/2023,S2,1,27,16208,214,280,0,,,,
303,13/01/2023,S2,5,82,16208,214,280,0,,,,
304,13/01/2023,S2,1,129,16208,214,280,0,,,,
305,13/01/2023,S2,4,9,16208,214,280,0,,,,
306,13/01/2023,S2,8,147,16208,214,280,0,,,,
307,13/01/2023,S2,2,2,16208,214,280,0,,,,
308,13/01/2023,S2,3,102,16208,214,280,0,,,,
309,13/01/2023,S2,7,104,16208,214,280,0,,,,
310,13/01/2023,S2,10,21,16208,214,280,0,,,,
311,13/01/2023,S2,9,117,16208,214,280,0,,,,
312,13/01/2023,S2,7,26,16208,214,280,0,,,,
313,14/01/2023,S2,6,116,0,0,,30,ET,,,
314,14/01/2023,S2,2,48,11950,156,250,0,,,,
315,14/01/2023,S2,5,15,11875,155,250,0,,,,
316,14/01/2023,S2,2,45,11950,156,250,0,,,,
317,14/01/2023,S2,5,7,17850,233,250,0,,,,
318,14/01/2023,S2,9,117,8900,116,250,30,CF,,,
319,14/01/2023,S2,6,11,8900,116,250,30,LI,,,
320,14/01/2023,S2,10,87,0,0,,30,CM,,,
321,14/01/2023,S2,4,120,0,0,,60,DR,,,
322,14/01/2023,S2,7,118,0,0,,60,DR,,,
323,14/01/2023,S2,4,118,0,0,250,0,,,,
324,14/01/2023,S2,10,145,17850,233,250,0,,,,
325,14/01/2023,S2,7,85,13642,182,280,0,,,,
326,14/01/2023,S2,10,28,13642,182,280,0,,,,
327,14/01/2023,S2,8,134,13642,182,280,0,,,,
328,14/01/2023,S2,6,66,13642,182,280,0,,,,
329,14/01/2023,S2,6,40,13642,182,280,0,,,,
330,14/01/2023,S2,7,78,13642,182,280,0,,,,
331,14/01/2023,S2,9,144,13642,182,280,0,,,,
332,14/01/2023,S2,10,26,13642,182,280,0,,,,
333,14/01/2023,S2,5,17,13642,182,280,0,,,,
334,14/01/2023,S2,10,143,13642,182,280,0,,,,
335,14/01/2023,S2,10,65,13642,182,280,0,,,,
336,14/01/2023,S2,2,82,0,0,,60,LI,,,
337,15/01/2023,S2,5,73,0,0,,60,SO,,,
338,15/01/2023,S2,8,85,0,0,,60,SO,,,
339,15/01/2023,S2,10,97,0,0,,60,SO,,,
340,15/01/2023,S2,7,124,0,0,,60,SO,,,
341,15/01/2023,S2,5,62,0,0,,60,SO,,,
342,15/01/2023,S2,5,117,0,0,,60,SO,,,
343,15/01/2023,S2,10,105,0,0,,60,SO,,,
344,15/01/2023,S2,9,32,0,0,,60,SO,,,
345,15/01/2023,S2,7,136,0,0,,60,SO,,,
346,15/01/2023,S2,7,33,0,0,,60,SO,,,
347,15/01/2023,S2,9,96,0,0,,60,SO,,,
348,15/01/2023,S2,8,122,0,0,,60,SO,,,
349,15/01/2023,S2,9,21,0,0,,60,SO,,,
350,15/01/2023,S2,5,58,0,0,,60,SO,,,
351,15/01/2023,S2,4,11,0,0,,60,SO,,,
352,15/01/2023,S2,7,134,0,0,,60,SO,,,
353,15/01/2023,S2,10,142,0,0,,60,SO,,,
354,15/01/2023,S2,5,45,0,0,,60,SO,,,
355,15/01/2023,S2,3,114,0,0,,60,SO,,,
356,15/01/2023,S2,5,133,0,0,,60,SO,,,
357,15/01/2023,S2,8,70,0,0,,60,SO,,,
358,15/01/2023,S2,9,78,0,0,,60,SO,,,
359,15/01/2023,S2,8,119,0,0,,60,SO,,,
360,15/01/2023,S2,5,19,0,0,,60,SO,,,
361,16/01/2023,S2,7,59,0,0,,60,RI,,,
362,16/01/2023,S2,1,108,12574,167,300,0,,,,
363,16/01/2023,S2,6,65,12574,167,300,0,,,,
364,16/01/2023,S2,9,102,12574,167,300,0,,,,
365,16/01/2023,S2,4,41,12574,167,300,0,,,,
366,16/01/2023,S2,8,149,12574,167,300,0,,,,
367,16/01/2023,S2,9,96,12574,167,300,0,,,,
368,16/01/2023,S2,6,104,12574,167,300,0,,,,
369,16/01/2023,S2,8,102,12574,167,300,0,,,,
370,16/01/2023,S2,5,117,12574,167,300,0,,,,
371,16/01/2023,S2,1,40,12574,167,300,0,,,,
372,16/01/2023,S2,2,73,12574,167,300,0,,,,
373,16/01/2023,S2,2,7,5950,78,250,30,ET,,,
374,16/01/2023,S2,1,134,5950,78,250,3,OT,,,
375,16/01/2023,S2,1,30,11950,157,250,0,,,,
376,16/01/2023,S2,6,17,0,0,,60,CF,,,
377,16/01/2023,S2,3,25,11900,157,250,0,,,,
378,16/01/2023,S2,6,66,11613,154,250,0,,,,
379,16/01/2023,S2,3,143,5950,78,250,30,CM,,,
380,16/01/2023,S2,4,115,5950,78,250,0,,,,
381,16/01/2023,S2,9,7,16300,214,250,0,,,,
382,16/01/2023,S2,8,74,16300,214,250,0,,,,
383,16/01/2023,S2,3,70,17700,231,250,0,,,,
384,16/01/2023,S2,5,142,17700,231,250,0,,,,
385,17/01/2023,S2,7,102,14744,196,250,0,,,,
386,17/01/2023,S2,5,48,14744,196,250,0,,,,
387,17/01/2023,S2,8,65,14744,196,250,0,,,,
388,17/01/2023,S2,6,80,14744,196,250,0,,,,
389,17/01/2023,S2,7,98,14744,196,250,0,,,,
390,17/01/2023,S2,9,144,14744,196,,0,,,,
391,17/01/2023,S2,5,47,0,0,,60,CO,,,
392,17/01/2023,S2,10,92,0,0,,60,AO,,,
393,17/01/2023,S2,6,56,0,0,,60,AT,,,
394,17/01/2023,S2,3,98,0,0,,60,AT,,,
395,17/01/2023,S2,4,33,7364,225,180,0,,,,
396,17/01/2023,S2,1,130,10100,245,180,0,,,,
397,17/01/2023,S2,10,73,8969,244,180,0,,,,
398,17/01/2023,S2,10,132,8943,244,180,0,,,,
399,17/01/2023,S2,6,15,8944,244,180,0,,,,
400,17/01/2023,S2,3,98,0,,180,0,,,,
401,17/01/2023,S2,2,23,,,,60,CO,,,
402,17/01/2023,S2,6,129,,,,60,CO,,,
403,17/01/2023,S2,2,73,,,,60,EM,,,
404,17/01/2023,S2,7,77,0,,,60,EM,,,
405,17/01/2023,S2,1,136,0,,,60,AT,,,
406,17/01/2023,S2,1,115,0,,180,60,AT,,,
407,17/01/2023,S2,7,76,5500,130,180,0,,,,
408,17/01/2023,S2,1,48,1500,125,180,0,,,,
409,18/01/2023,M1,8,130,0,0,160,60,ET,,,
410,18/01/2023,M1,5,72,6278,165,160,10,CR,,,
411,18/01/2023,M1,3,50,6278,165,160,30,CF,,,
412,18/01/2023,M1,6,22,6278,165,160,10,CR,,,
413,18/01/2023,M1,1,116,6278,165,160,30,LP,,,
414,18/01/2023,M1,8,133,6278,165,160,10,CR,,,
415,18/01/2023,M1,2,117,6296,175,160,10,CR,,,
416,18/01/2023,M1,4,95,6296,175,160,10,CR,,,
417,18/01/2023,M1,6,141,6296,175,160,30,AT,,,
418,18/01/2023,M1,8,123,6296,175,160,10,CR,,,
419,18/01/2023,M1,1,32,6296,175,160,30,AL,,,
420,18/01/2023,M1,4,72,6296,175,160,30,AL,,,
421,18/01/2023,M1,3,107,9424,257,160,0,,,,
422,18/01/2023,M1,5,144,9424,257,160,0,,,,
423,18/01/2023,M1,5,73,9424,257,160,0,,,,
424,18/01/2023,M1,4,133,0,0,,60,CF,,,
425,18/01/2023,M1,3,56,9424,257,160,0,,,,
426,18/01/2023,M1,3,66,0,0,,60,CO,,,
427,18/01/2023,M1,1,104,0,0,,60,AT,,,
428,18/01/2023,M1,9,70,2813,67,100,0,,,,
429,18/01/2023,M1,6,65,2813,67,100,0,,,,
430,18/01/2023,M1,7,4,2813,67,100,0,,,,
431,18/01/2023,M1,4,112,0,0,,60,AT,,,
432,18/01/2023,M1,4,61,0,0,,60,AT,,,
433,19/01/2023,M1,5,148,0,0,,30,ET,,,
434,19/01/2023,M1,5,67,0,0,,60,AT,,,
435,19/01/2023,M1,1,52,0,0,,60,MG,,,
436,19/01/2023,M1,4,111,0,0,,0,,,,
437,19/01/2023,M1,2,27,6828,161,140,20,OT,,,
438,19/01/2023,M1,5,149,6828,161,140,0,,,,
439,19/01/2023,M1,4,33,6828,161,140,60,CO,,,
440,19/01/2023,M1,7,145,0,0,,60,CO,,,
441,19/01/2023,M1,10,11,0,0,,60,,,,
442,19/01/2023,M1,2,80,0,0,,60,,,,
443,19/01/2023,M1,10,95,5510,129,140,0,,,,
444,19/01/2023,M1,2,16,5510,129,140,0,,,,
445,19/01/2023,M1,6,59,1728,41,140,30,,,,
446,19/01/2023,M1,3,78,0,0,,60,CO,,,
447,19/01/2023,M1,3,54,0,0,,60,MT,,,
448,19/01/2023,M1,2,83,0,0,,60,MT,,,
449,19/01/2023,M1,10,101,0,0,,60,AT,,,
450,19/01/2023,M1,10,130,0,0,,60,AT,,,
451,19/01/2023,M1,7,57,0,,,60,AT,,,
452,19/01/2023,M1,7,40,0,,,60,,,,
453,19/01/2023,M1,6,127,0,,,60,,,,
454,19/01/2023,M1,7,13,7551,215,150,0,,,,
455,19/01/2023,M1,9,102,7551,215,150,0,,,,
456,19/01/2023,M1,8,57,7551,215,150,0,,,,
457,20/01/2023,M1,10,119,4518,130,130,0,,,,
458,20/01/2023,M1,8,146,9362,264,264,0,,,,
459,20/01/2023,M1,3,138,0,0,,60,OT,,,
460,20/01/2023,M1,7,83,5510,158,158,0,,,,
461,20/01/2023,M1,5,11,9359,264,264,0,,,,
462,20/01/2023,M1,7,132,9372,264,264,0,,,,
463,20/01/2023,M1,8,17,0,0,,60,LP,,,
464,20/01/2023,M1,2,49,0,0,,60,CM,,,
465,20/01/2023,M1,6,8,0,0,,60,AT,,,
466,20/01/2023,M1,7,138,0,0,,60,JT,,,
467,20/01/2023,M1,8,30,8000,212,,0,,,,
468,20/01/2023,M1,7,12,0,0,,0,,,,
469,20/01/2023,M1,8,127,0,0,140,60,ET,,,
470,20/01/2023,M1,4,14,6752,185,140,30,,,,
471,20/01/2023,M1,8,108,6752,185,140,10,CR,,,
472,20/01/2023,M1,1,44,6752,185,140,10,CR,,,
473,20/01/2023,M1,8,33,6752,185,140,30,CF,,,
474,20/01/2023,M1,2,14,9522,259,140,10,CR,,,
475,20/01/2023,M1,3,103,9522,259,140,10,CR,,,
476,20/01/2023,M1,8,96,0,0,140,30,MT,,,
477,20/01/2023,M1,7,131,0,0,140,60,,,,
